"","county_desc","precinct_abbrv","vtd_abbrv","party_cd","race_code","ethnic_code","sex_code","age","actual_voters","total_voters","non_voters"
"56714","CATAWBA","36","36","DEM","W","NL","M","Age 18 - 25",2,6,4
"56718","ROBESON","36","36","DEM","W","NL","M","Age 18 - 25",3,5,2
"56720","CATAWBA","37","37","DEM","W","NL","M","Age 18 - 25",5,10,5
"56723","ROBESON","37","37","DEM","W","NL","M","Age 18 - 25",3,7,4
"56726","CATAWBA","38","38","DEM","W","NL","M","Age 18 - 25",7,14,7
"56729","ROBESON","38","38","DEM","W","NL","M","Age 18 - 25",1,1,0
"56733","CATAWBA","39","39","DEM","W","NL","M","Age 18 - 25",2,3,1
"56743","CATAWBA","40","40","DEM","W","NL","M","Age 18 - 25",1,2,1
"56752","CATAWBA","41","41","DEM","W","NL","M","Age 18 - 25",3,15,12
"56755","ROBESON","41","41","DEM","W","NL","M","Age 18 - 25",10,23,13
"56757","CHATHAM","42","42","DEM","W","NL","M","Age 18 - 25",2,2,0
"56769","CHATHAM","45","45","DEM","W","NL","M","Age 18 - 25",2,3,1
"56785","GATES","4N","4N","DEM","W","NL","M","Age 18 - 25",2,7,5
"56786","GATES","4S","4S","DEM","W","NL","M","Age 18 - 25",2,2,0
"56790","GATES","5","5","DEM","W","NL","M","Age 18 - 25",2,3,1
"56818","CHATHAM","6","6","DEM","W","NL","M","Age 18 - 25",1,3,2
"56854","CHATHAM","75","75","DEM","W","NL","M","Age 18 - 25",4,6,2
"56856","CHATHAM","78","78","DEM","W","NL","M","Age 18 - 25",6,11,5
"56869","CHATHAM","85","85","DEM","W","NL","M","Age 18 - 25",1,7,6
"56870","CHATHAM","9","9","DEM","W","NL","M","Age 18 - 25",2,5,3
"56887","SWAIN","ALARKA","ALARKA","DEM","W","NL","M","Age 18 - 25",6,12,6
"56888","DUPLIN","ALBE","ALBE","DEM","W","NL","M","Age 18 - 25",4,4,0
"56890","SWAIN","ALMOND","ALMOND","DEM","W","NL","M","Age 18 - 25",4,10,6
"56892","CHEROKEE","ANNW","ANNW","DEM","W","NL","M","Age 18 - 25",5,11,6
"56894","CHEROKEE","ANSW","ANSW","DEM","W","NL","M","Age 18 - 25",2,7,5
"56897","LINCOLN","AS25","AS25","DEM","W","NL","M","Age 18 - 25",6,8,2
"56902","ROCKINGHAM","WS","AV","DEM","W","NL","M","Age 18 - 25",3,15,12
"56914","SWAIN","BC1","BC1","DEM","W","NL","M","Age 18 - 25",14,24,10
"56915","LINCOLN","BC13","BC13","DEM","W","NL","M","Age 18 - 25",2,9,7
"56916","SWAIN","BC2","BC2","DEM","W","NL","M","Age 18 - 25",10,30,20
"56917","ONSLOW","BC21","BC21","DEM","W","NL","M","Age 18 - 25",3,15,12
"56929","CHEROKEE","GCRK","BEAV","DEM","W","NL","M","Age 18 - 25",1,2,1
"56932","CHEROKEE","BELL","BELL","DEM","W","NL","M","Age 18 - 25",4,8,4
"56938","DUPLIN","BEUL","BEUL","DEM","W","NL","M","Age 18 - 25",7,8,1
"56947","ONSLOW","BM08","BM08","DEM","W","NL","M","Age 18 - 25",6,23,17
"56963","DUPLIN","CALY","CALY","DEM","W","NL","M","Age 18 - 25",2,2,0
"57005","LINCOLN","CF19","CF19","DEM","W","NL","M","Age 18 - 25",2,5,3
"57016","DUPLIN","CHAR","CHAR","DEM","W","NL","M","Age 18 - 25",1,2,1
"57018","DUPLIN","CHIN","CHIN","DEM","W","NL","M","Age 18 - 25",1,2,1
"57025","ONSLOW","CL10","CL10","DEM","W","NL","M","Age 18 - 25",6,15,9
"57034","ROCKINGHAM","MS","CO","DEM","W","NL","M","Age 18 - 25",8,16,8
"57037","NORTHAMPTON","CONWAY","CONWAY","DEM","W","NL","M","Age 18 - 25",2,3,1
"57041","LINCOLN","HC33","CR06","DEM","W","NL","M","Age 18 - 25",4,6,2
"57042","ONSLOW","CR07","CR07","DEM","W","NL","M","Age 18 - 25",4,21,17
"57045","NORTHAMPTON","CREEKS","CREEKS","DEM","W","NL","M","Age 18 - 25",4,5,1
"57052","DUPLIN","CYCK","CYCK","DEM","W","NL","M","Age 18 - 25",2,5,3
"57056","VANCE","CC","DABN","DEM","W","NL","M","Age 18 - 25",4,11,7
"57059","LINCOLN","DN29","DN29","DEM","W","NL","M","Age 18 - 25",3,6,3
"57060","ROCKINGHAM","DR","DR","DEM","W","NL","M","Age 18 - 25",2,10,8
"57062","LINCOLN","DV08","DV08","DEM","W","NL","M","Age 18 - 25",2,8,6
"57067","LINCOLN","DW28","DW28","DEM","W","NL","M","Age 18 - 25",3,6,3
"57075","GRAHAM","EAST","EAST","DEM","W","NL","M","Age 18 - 25",22,36,14
"57079","ROCKINGHAM","EC","EC","DEM","W","NL","M","Age 18 - 25",10,20,10
"57081","ROCKINGHAM","ED-1","ED-1","DEM","W","NL","M","Age 18 - 25",8,15,7
"57086","VANCE","NV","EH2","DEM","W","NL","M","Age 18 - 25",2,5,3
"57090","ONSLOW","EN03","EN03","DEM","W","NL","M","Age 18 - 25",10,28,18
"57097","CHATHAM","ESC114","ESC114","DEM","W","NL","M","Age 18 - 25",6,10,4
"57101","DUPLIN","FAIS","FAIS","DEM","W","NL","M","Age 18 - 25",1,3,2
"57128","ONSLOW","FS16","FS16","DEM","W","NL","M","Age 18 - 25",6,11,5
"57228","NORTHAMPTON","GALATI","GALATI","DEM","W","NL","M","Age 18 - 25",1,3,2
"57230","NORTHAMPTON","GARYSB","GARYSB","DEM","W","NL","M","Age 18 - 25",1,1,0
"57231","NORTHAMPTON","GASTON","GASTON","DEM","W","NL","M","Age 18 - 25",1,3,2
"57233","ONSLOW","GB12","GB12","DEM","W","NL","M","Age 18 - 25",2,19,17
"57242","DUPLIN","GLIS","GLIS","DEM","W","NL","M","Age 18 - 25",1,1,0
"57290","DUPLIN","HALL","HALL","DEM","W","NL","M","Age 18 - 25",2,8,6
"57292","CHEROKEE","HANG","HANG","DEM","W","NL","M","Age 18 - 25",2,3,1
"57296","LINCOLN","ST36","HG17","DEM","W","NL","M","Age 18 - 25",2,4,2
"57299","CASWELL","PH","HIGH","DEM","W","NL","M","Age 18 - 25",2,4,2
"57300","CHEROKEE","HIWA","HIWA","DEM","W","NL","M","Age 18 - 25",2,5,3
"57302","ONSLOW","HM05","HM05","DEM","W","NL","M","Age 18 - 25",1,7,6
"57303","ONSLOW","HN14","HN14","DEM","W","NL","M","Age 18 - 25",2,11,9
"57304","ROCKINGHAM","HO","HO","DEM","W","NL","M","Age 18 - 25",6,7,1
"57306","CHEROKEE","HOTH","HOTH","DEM","W","NL","M","Age 18 - 25",4,8,4
"57309","ONSLOW","HR17","HR17","DEM","W","NL","M","Age 18 - 25",1,2,1
"57311","VANCE","HTOP","HTOP","DEM","W","NL","M","Age 18 - 25",1,1,0
"57312","ROCKINGHAM","HU","HU","DEM","W","NL","M","Age 18 - 25",6,13,7
"57313","ONSLOW","HU20","HU20","DEM","W","NL","M","Age 18 - 25",1,11,10
"57318","LINCOLN","HC33","HV07","DEM","W","NL","M","Age 18 - 25",4,9,5
"57323","ROCKINGHAM","IR","IR","DEM","W","NL","M","Age 18 - 25",5,12,7
"57325","LINCOLN","IS23","IS23","DEM","W","NL","M","Age 18 - 25",3,6,3
"57327","ONSLOW","JA01","JA01","DEM","W","NL","M","Age 18 - 25",2,48,46
"57328","NORTHAMPTON","JACKSO","JACKSO","DEM","W","NL","M","Age 18 - 25",3,3,0
"57344","DUPLIN","KENA","KENA","DEM","W","NL","M","Age 18 - 25",1,8,7
"57346","VANCE","KITT","KITT","DEM","W","NL","M","Age 18 - 25",4,14,10
"57355","NORTHAMPTON","LASKER","LASKER","DEM","W","NL","M","Age 18 - 25",1,1,0
"57361","CASWELL","LEAS","LEAS","DEM","W","NL","M","Age 18 - 25",1,2,1
"57363","ROCKINGHAM","LI","LI","DEM","W","NL","M","Age 18 - 25",5,16,11
"57364","LINCOLN","LI14","LI14","DEM","W","NL","M","Age 18 - 25",4,6,2
"57370","ROCKINGHAM","LK-2","LK-2","DEM","W","NL","M","Age 18 - 25",4,8,4
"57373","LINCOLN","LB34","LM16","DEM","W","NL","M","Age 18 - 25",4,10,6
"57374","LINCOLN","LN11","LN11","DEM","W","NL","M","Age 18 - 25",3,6,3
"57378","LINCOLN","LS12","LS12","DEM","W","NL","M","Age 18 - 25",2,5,3
"57379","LINCOLN","LB34","LS15","DEM","W","NL","M","Age 18 - 25",1,1,0
"57383","LINCOLN","LW18","LW18","DEM","W","NL","M","Age 18 - 25",1,4,3
"57384","LINCOLN","LW31","LW31","DEM","W","NL","M","Age 18 - 25",2,6,4
"57395","ROCKINGHAM","MA","MA","DEM","W","NL","M","Age 18 - 25",4,14,10
"57401","CHEROKEE","MARB","MARB","DEM","W","NL","M","Age 18 - 25",3,8,5
"57405","ROCKINGHAM","MC","MC","DEM","W","NL","M","Age 18 - 25",10,15,5
"57406","CHATHAM","MCH110","MCH110","DEM","W","NL","M","Age 18 - 25",21,29,8
"57407","ROCKINGHAM","WS","MD","DEM","W","NL","M","Age 18 - 25",4,7,3
"57417","VANCE","MIDD","MIDD","DEM","W","NL","M","Age 18 - 25",5,13,8
"57418","CASWELL","MILT","MILT","DEM","W","NL","M","Age 18 - 25",2,4,2
"57419","NORTHAMPTON","MILWAU","MILWAU","DEM","W","NL","M","Age 18 - 25",1,3,2
"57428","ONSLOW","MT24","MT24","DEM","W","NL","M","Age 18 - 25",2,10,8
"57433","CHEROKEE","MURN","MURN","DEM","W","NL","M","Age 18 - 25",4,11,7
"57434","CHEROKEE","MURS","MURS","DEM","W","NL","M","Age 18 - 25",5,12,7
"57444","ROCKINGHAM","NB","NB","DEM","W","NL","M","Age 18 - 25",7,14,7
"57445","LINCOLN","NB35","NB09","DEM","W","NL","M","Age 18 - 25",2,10,8
"57454","ONSLOW","NE22A","NE22","DEM","W","NL","M","Age 18 - 25",3,15,12
"57455","ONSLOW","NE22B","NE22","DEM","W","NL","M","Age 18 - 25",3,20,17
"57459","NORTHAMPTON","NEWTOW","NEWTOW","DEM","W","NL","M","Age 18 - 25",2,2,0
"57466","ONSLOW","NM13","NM13","DEM","W","NL","M","Age 18 - 25",3,6,3
"57469","CHEROKEE","CSON","NOTL","DEM","W","NL","M","Age 18 - 25",1,3,2
"57470","CHEROKEE","RGER","NOTL","DEM","W","NL","M","Age 18 - 25",6,12,6
"57477","CHATHAM","NWM117","NWM117","DEM","W","NL","M","Age 18 - 25",14,25,11
"57479","LINCOLN","OB21","OB21","DEM","W","NL","M","Age 18 - 25",3,4,1
"57482","LINCOLN","ST36","OG10","DEM","W","NL","M","Age 18 - 25",2,5,3
"57494","JONES","P02","P02","DEM","W","NL","M","Age 18 - 25",3,5,2
"57497","JONES","P04","P04","DEM","W","NL","M","Age 18 - 25",5,9,4
"57498","JONES","P05","P05","DEM","W","NL","M","Age 18 - 25",3,5,2
"57501","JONES","P07","P07","DEM","W","NL","M","Age 18 - 25",2,3,1
"57504","BLADEN","P10","P10","DEM","W","NL","M","Age 18 - 25",2,3,1
"57509","BLADEN","P15","P15","DEM","W","NL","M","Age 18 - 25",10,17,7
"57515","BLADEN","P201","P201","DEM","W","NL","M","Age 18 - 25",9,14,5
"57516","BLADEN","P202","P202","DEM","W","NL","M","Age 18 - 25",4,10,6
"57521","BLADEN","P25","P25","DEM","W","NL","M","Age 18 - 25",1,2,1
"57525","BLADEN","P35","P35","DEM","W","NL","M","Age 18 - 25",1,4,3
"57526","BLADEN","P40","P40","DEM","W","NL","M","Age 18 - 25",4,11,7
"57527","BLADEN","P501","P501","DEM","W","NL","M","Age 18 - 25",6,11,5
"57528","BLADEN","P502","P502","DEM","W","NL","M","Age 18 - 25",1,4,3
"57529","BLADEN","P55","P55","DEM","W","NL","M","Age 18 - 25",1,1,0
"57530","BLADEN","P60","P60","DEM","W","NL","M","Age 18 - 25",2,5,3
"57532","BLADEN","P80","P80","DEM","W","NL","M","Age 18 - 25",1,1,0
"57538","LINCOLN","PC22","PC22","DEM","W","NL","M","Age 18 - 25",2,4,2
"57539","CHEROKEE","PCHT","PCHT","DEM","W","NL","M","Age 18 - 25",6,13,7
"57543","CASWELL","PELH","PELH","DEM","W","NL","M","Age 18 - 25",7,17,10
"57544","NORTHAMPTON","PENDLE","PENDLE","DEM","W","NL","M","Age 18 - 25",1,2,1
"57555","CHATHAM","PIT113","PIT113","DEM","W","NL","M","Age 18 - 25",15,26,11
"57638","WILSON","PRBL","PRBL","DEM","W","NL","M","Age 18 - 25",5,6,1
"57639","WILSON","PRCR","PRCR","DEM","W","NL","M","Age 18 - 25",3,6,3
"57640","WILSON","PRGA","PRGA","DEM","W","NL","M","Age 18 - 25",1,3,2
"57642","WILSON","PROL","PROL","DEM","W","NL","M","Age 18 - 25",3,6,3
"57643","CASWELL","PH","PROS","DEM","W","NL","M","Age 18 - 25",3,4,1
"57644","WILSON","PRSA","PRSA","DEM","W","NL","M","Age 18 - 25",3,5,2
"57645","WILSON","PRSP","PRSP","DEM","W","NL","M","Age 18 - 25",3,7,4
"57646","WILSON","PRST","PRST","DEM","W","NL","M","Age 18 - 25",3,6,3
"57647","WILSON","PRTA","PRTA","DEM","W","NL","M","Age 18 - 25",7,11,4
"57648","WILSON","PRTO","PRTO","DEM","W","NL","M","Age 18 - 25",4,8,4
"57649","WILSON","PRWC","PRWC","DEM","W","NL","M","Age 18 - 25",1,1,0
"57650","WILSON","PRWD","PRWD","DEM","W","NL","M","Age 18 - 25",6,9,3
"57651","WILSON","PRWJ","PRWJ","DEM","W","NL","M","Age 18 - 25",2,2,0
"57652","WILSON","PRWK","PRWK","DEM","W","NL","M","Age 18 - 25",1,3,2
"57653","WILSON","PRWP","PRWP","DEM","W","NL","M","Age 18 - 25",2,3,1
"57660","ROCKINGHAM","RC","RC","DEM","W","NL","M","Age 18 - 25",12,21,9
"57663","ROCKINGHAM","SE","RD-1","DEM","W","NL","M","Age 18 - 25",1,2,1
"57668","NORTHAMPTON","RICH S","RICH-S","DEM","W","NL","M","Age 18 - 25",1,1,0
"57672","ONSLOW","RL09","RL09","DEM","W","NL","M","Age 18 - 25",5,16,11
"57673","DUPLIN","ROCK","ROCK","DEM","W","NL","M","Age 18 - 25",3,7,4
"57674","DUPLIN","ROSE","ROSE","DEM","W","NL","M","Age 18 - 25",1,4,3
"57718","VANCE","SCRK","SCRK","DEM","W","NL","M","Age 18 - 25",2,12,10
"57721","NORTHAMPTON","SEABOA","SEABOA","DEM","W","NL","M","Age 18 - 25",1,1,0
"57722","NORTHAMPTON","SEVERN","SEVERN","DEM","W","NL","M","Age 18 - 25",2,2,0
"57724","ONSLOW","SF18","SF18","DEM","W","NL","M","Age 18 - 25",4,15,11
"57733","VANCE","SH1","SH1","DEM","W","NL","M","Age 18 - 25",4,4,0
"57743","LINCOLN","SL24","SL24","DEM","W","NL","M","Age 18 - 25",4,6,2
"57750","DUPLIN","SMCA","SMCA","DEM","W","NL","M","Age 18 - 25",2,4,2
"57767","GRAHAM","STEC","STEC","DEM","W","NL","M","Age 18 - 25",1,5,4
"57770","CASWELL","STON","STON","DEM","W","NL","M","Age 18 - 25",5,9,4
"57778","ONSLOW","SW19","SW19","DEM","W","NL","M","Age 18 - 25",5,17,12
"57790","GRAHAM","TAPO","TAPO","DEM","W","NL","M","Age 18 - 25",3,5,2
"57793","LINCOLN","TA37","TE27","DEM","W","NL","M","Age 18 - 25",3,4,1
"57795","ONSLOW","TL06","TL06","DEM","W","NL","M","Age 18 - 25",2,6,4
"57797","CHEROKEE","TOPT","TOPT","DEM","W","NL","M","Age 18 - 25",2,4,2
"57799","LINCOLN","TA37","TR30","DEM","W","NL","M","Age 18 - 25",3,4,1
"57809","ROCKINGHAM","MS","VA","DEM","W","NL","M","Age 18 - 25",5,15,10
"57810","ONSLOW","VR15","VR15","DEM","W","NL","M","Age 18 - 25",1,9,8
"57840","DUPLIN","WALL","WALL","DEM","W","NL","M","Age 18 - 25",4,10,6
"57846","VANCE","CC","WATK","DEM","W","NL","M","Age 18 - 25",3,5,2
"57860","GRAHAM","WEST","WEST","DEM","W","NL","M","Age 18 - 25",10,16,6
"57863","VANCE","WH","WH1","DEM","W","NL","M","Age 18 - 25",8,15,7
"57864","VANCE","WH","WH2","DEM","W","NL","M","Age 18 - 25",2,3,1
"57865","SWAIN","WHCH","WHCH","DEM","W","NL","M","Age 18 - 25",7,19,12
"57869","ROCKINGHAM","SE","WM","DEM","W","NL","M","Age 18 - 25",2,8,6
"57870","VANCE","NH","WMSB","DEM","W","NL","M","Age 18 - 25",2,7,5
"57872","ONSLOW","WN04","WN04","DEM","W","NL","M","Age 18 - 25",4,14,10
"57877","DUPLIN","WOLF","WOLF","DEM","W","NL","M","Age 18 - 25",6,9,3
"57878","LINCOLN","WP32","WP32","DEM","W","NL","M","Age 18 - 25",13,22,9
"57883","CASWELL","YANC","YAN2","DEM","W","NL","M","Age 18 - 25",1,1,0
"57884","CASWELL","YANC","YAN4","DEM","W","NL","M","Age 18 - 25",2,2,0
"57885","BURKE","0001","0001","LIB","W","NL","M","Age 18 - 25",1,2,1
"57888","BURKE","0003","0003","LIB","W","NL","M","Age 18 - 25",1,3,2
"57890","BURKE","0011","0011","LIB","W","NL","M","Age 18 - 25",1,2,1
"57891","BURKE","0013","0013","LIB","W","NL","M","Age 18 - 25",1,3,2
"57892","BURKE","0015","0015","LIB","W","NL","M","Age 18 - 25",1,1,0
"57899","BURKE","0031","0031","LIB","W","NL","M","Age 18 - 25",1,2,1
"57902","BURKE","0038","0038","LIB","W","NL","M","Age 18 - 25",2,2,0
"57904","BURKE","0052","0052","LIB","W","NL","M","Age 18 - 25",2,3,1
"57906","BURKE","0066","0066","LIB","W","NL","M","Age 18 - 25",1,1,0
"57911","ALAMANCE","01","01","LIB","W","NL","M","Age 18 - 25",1,2,1
"57930","YANCEY","01 BUR","01-BUR","LIB","W","NL","M","Age 18 - 25",1,1,0
"57946","CATAWBA","02","02","LIB","W","NL","M","Age 18 - 25",1,2,1
"57983","ALAMANCE","035","035","LIB","W","NL","M","Age 18 - 25",1,4,3
"57989","ALAMANCE","03N","03N","LIB","W","NL","M","Age 18 - 25",2,6,4
"57990","ALAMANCE","03S","03S","LIB","W","NL","M","Age 18 - 25",2,3,1
"57991","ALAMANCE","04","04","LIB","W","NL","M","Age 18 - 25",1,1,0
"58013","CATAWBA","05","05","LIB","W","NL","M","Age 18 - 25",2,2,0
"58038","ALAMANCE","063","063","LIB","W","NL","M","Age 18 - 25",1,1,0
"58040","ALAMANCE","064","064","LIB","W","NL","M","Age 18 - 25",1,1,0
"58045","ALAMANCE","06S","06S","LIB","W","NL","M","Age 18 - 25",1,1,0
"58062","ROBESON","08","08","LIB","W","NL","M","Age 18 - 25",1,1,0
"58098","ALAMANCE","103","103","LIB","W","NL","M","Age 18 - 25",1,3,2
"58110","ALAMANCE","10N","10N","LIB","W","NL","M","Age 18 - 25",2,2,0
"58111","ALAMANCE","10S","10S","LIB","W","NL","M","Age 18 - 25",3,3,0
"58112","CATAWBA","11","11","LIB","W","NL","M","Age 18 - 25",1,2,1
"58115","ROBESON","11","11","LIB","W","NL","M","Age 18 - 25",1,1,0
"58152","ALAMANCE","125","125","LIB","W","NL","M","Age 18 - 25",1,1,0
"58154","ALAMANCE","128","128","LIB","W","NL","M","Age 18 - 25",1,1,0
"58156","ALAMANCE","129","129","LIB","W","NL","M","Age 18 - 25",1,1,0
"58160","ALAMANCE","12W","12W","LIB","W","NL","M","Age 18 - 25",1,2,1
"58161","ALAMANCE","13","13","LIB","W","NL","M","Age 18 - 25",1,1,0
"58176","CATAWBA","14","14","LIB","W","NL","M","Age 18 - 25",1,1,0
"58211","CATAWBA","16","16","LIB","W","NL","M","Age 18 - 25",1,2,1
"58222","CATAWBA","17","17","LIB","W","NL","M","Age 18 - 25",1,1,0
"58271","CATAWBA","21","21","LIB","W","NL","M","Age 18 - 25",1,1,0
"58281","CATAWBA","22","22","LIB","W","NL","M","Age 18 - 25",1,3,2
"58282","ROBESON","22","22","LIB","W","NL","M","Age 18 - 25",1,1,0
"58288","CATAWBA","23","23","LIB","W","NL","M","Age 18 - 25",1,2,1
"58299","CATAWBA","24","24","LIB","W","NL","M","Age 18 - 25",2,2,0
"58308","CATAWBA","27","27","LIB","W","NL","M","Age 18 - 25",1,1,0
"58313","CATAWBA","28","28","LIB","W","NL","M","Age 18 - 25",1,1,0
"58318","CATAWBA","29","29","LIB","W","NL","M","Age 18 - 25",2,3,1
"58325","CATAWBA","31","31","LIB","W","NL","M","Age 18 - 25",1,2,1
"58330","ROBESON","32A","32","LIB","W","NL","M","Age 18 - 25",1,1,0
"58332","CATAWBA","33","33","LIB","W","NL","M","Age 18 - 25",2,2,0
"58335","CATAWBA","34","34","LIB","W","NL","M","Age 18 - 25",2,5,3
"58339","CATAWBA","35","35","LIB","W","NL","M","Age 18 - 25",1,2,1
"58374","CHATHAM","78","78","LIB","W","NL","M","Age 18 - 25",1,2,1
"58386","CHEROKEE","ANNW","ANNW","LIB","W","NL","M","Age 18 - 25",1,1,0
"58390","ONSLOW","BC21","BC21","LIB","W","NL","M","Age 18 - 25",1,4,3
"58393","ONSLOW","BM08","BM08","LIB","W","NL","M","Age 18 - 25",1,6,5
"58417","LINCOLN","HC33","CR06","LIB","W","NL","M","Age 18 - 25",1,1,0
"58418","ONSLOW","CR07","CR07","LIB","W","NL","M","Age 18 - 25",1,5,4
"58426","LINCOLN","DV08","DV08","LIB","W","NL","M","Age 18 - 25",1,2,1
"58430","LINCOLN","DW28","DW28","LIB","W","NL","M","Age 18 - 25",2,4,2
"58437","ROCKINGHAM","ED-1","ED-1","LIB","W","NL","M","Age 18 - 25",2,4,2
"58442","ONSLOW","EN03","EN03","LIB","W","NL","M","Age 18 - 25",2,7,5
"58457","ONSLOW","FS16","FS16","LIB","W","NL","M","Age 18 - 25",1,2,1
"58498","ONSLOW","GB12","GB12","LIB","W","NL","M","Age 18 - 25",2,5,3
"58516","ONSLOW","HM05","HM05","LIB","W","NL","M","Age 18 - 25",2,8,6
"58520","ONSLOW","HU20","HU20","LIB","W","NL","M","Age 18 - 25",1,3,2
"58523","LINCOLN","IS20","IS20","LIB","W","NL","M","Age 18 - 25",1,1,0
"58531","DUPLIN","KENA","KENA","LIB","W","NL","M","Age 18 - 25",1,2,1
"58538","ROCKINGHAM","LK-2","LK-2","LIB","W","NL","M","Age 18 - 25",1,1,0
"58539","LINCOLN","LN11","LN11","LIB","W","NL","M","Age 18 - 25",1,2,1
"58543","LINCOLN","LW18","LW18","LIB","W","NL","M","Age 18 - 25",1,1,0
"58544","LINCOLN","LW31","LW31","LIB","W","NL","M","Age 18 - 25",1,1,0
"58548","ROCKINGHAM","MA","MA","LIB","W","NL","M","Age 18 - 25",1,1,0
"58552","ROCKINGHAM","MC","MC","LIB","W","NL","M","Age 18 - 25",1,2,1
"58553","CHATHAM","MCH110","MCH110","LIB","W","NL","M","Age 18 - 25",2,3,1
"58554","ROCKINGHAM","WS","MD","LIB","W","NL","M","Age 18 - 25",1,2,1
"58558","CASWELL","MILT","MILT","LIB","W","NL","M","Age 18 - 25",1,1,0
"58560","ONSLOW","MT24","MT24","LIB","W","NL","M","Age 18 - 25",1,2,1
"58563","CHEROKEE","MURS","MURS","LIB","W","NL","M","Age 18 - 25",1,1,0
"58567","ROCKINGHAM","NB","NB","LIB","W","NL","M","Age 18 - 25",1,3,2
"58568","LINCOLN","NB35","NB09","LIB","W","NL","M","Age 18 - 25",2,2,0
"58574","ONSLOW","NE22B","NE22","LIB","W","NL","M","Age 18 - 25",1,7,6
"58579","ONSLOW","NR02","NR02","LIB","W","NL","M","Age 18 - 25",1,1,0
"58585","JONES","P04","P04","LIB","W","NL","M","Age 18 - 25",1,1,0
"58587","BLADEN","P202","P202","LIB","W","NL","M","Age 18 - 25",1,1,0
"58588","BLADEN","P502","P502","LIB","W","NL","M","Age 18 - 25",2,3,1
"58592","CHEROKEE","PCHT","PCHT","LIB","W","NL","M","Age 18 - 25",1,2,1
"58594","CASWELL","PELH","PELH","LIB","W","NL","M","Age 18 - 25",1,1,0
"58598","CHATHAM","PIT113","PIT113","LIB","W","NL","M","Age 18 - 25",2,5,3
"58645","WILSON","PRWD","PRWD","LIB","W","NL","M","Age 18 - 25",1,3,2
"58646","ROCKINGHAM","RC","RC","LIB","W","NL","M","Age 18 - 25",1,2,1
"58660","ONSLOW","SF18","SF18","LIB","W","NL","M","Age 18 - 25",3,5,2
"58681","LINCOLN","TA37","TR30","LIB","W","NL","M","Age 18 - 25",1,1,0
"58684","ONSLOW","VR15","VR15","LIB","W","NL","M","Age 18 - 25",1,1,0
"58697","DUPLIN","WALL","WALL","LIB","W","NL","M","Age 18 - 25",1,1,0
"58698","VANCE","CC","WATK","LIB","W","NL","M","Age 18 - 25",2,2,0
"58701","VANCE","WH","WH1","LIB","W","NL","M","Age 18 - 25",1,2,1
"58704","VANCE","NH","WMSB","LIB","W","NL","M","Age 18 - 25",1,1,0
"58706","DUPLIN","WOLF","WOLF","LIB","W","NL","M","Age 18 - 25",1,1,0
"58707","LINCOLN","WP32","WP32","LIB","W","NL","M","Age 18 - 25",1,1,0
"58709","BURKE","0001","0001","REP","W","NL","M","Age 18 - 25",23,42,19
"58713","BURKE","0003","0003","REP","W","NL","M","Age 18 - 25",14,17,3
"58727","BURKE","0011","0011","REP","W","NL","M","Age 18 - 25",27,52,25
"58730","BURKE","0012","0012","REP","W","NL","M","Age 18 - 25",39,48,9
"58733","BURKE","0013","0013","REP","W","NL","M","Age 18 - 25",31,47,16
"58735","BURKE","0014","0014","REP","W","NL","M","Age 18 - 25",15,31,16
"58737","BURKE","0015","0015","REP","W","NL","M","Age 18 - 25",16,28,12
"58742","BURKE","0018","0018","REP","W","NL","M","Age 18 - 25",3,6,3
"58744","BURKE","0019","0019","REP","W","NL","M","Age 18 - 25",6,9,3
"58748","BURKE","0020","0020","REP","W","NL","M","Age 18 - 25",2,5,3
"58750","BURKE","0021","0021","REP","W","NL","M","Age 18 - 25",13,22,9
"58753","BURKE","0022","0022","REP","W","NL","M","Age 18 - 25",20,30,10
"58757","BURKE","0024","0024","REP","W","NL","M","Age 18 - 25",14,32,18
"58765","BURKE","0029-A","0029","REP","W","NL","M","Age 18 - 25",15,27,12
"58766","BURKE","0029-B","0029","REP","W","NL","M","Age 18 - 25",8,15,7
"58769","BURKE","0031","0031","REP","W","NL","M","Age 18 - 25",6,14,8
"58773","BURKE","0034","0034","REP","W","NL","M","Age 18 - 25",12,21,9
"58775","BURKE","0035","0035","REP","W","NL","M","Age 18 - 25",3,9,6
"58777","BURKE","0036","0036","REP","W","NL","M","Age 18 - 25",18,28,10
"58780","BURKE","0038","0038","REP","W","NL","M","Age 18 - 25",17,26,9
"58782","BURKE","0039","0039","REP","W","NL","M","Age 18 - 25",7,19,12
"58787","BURKE","0040","0040","REP","W","NL","M","Age 18 - 25",16,29,13
"58791","BURKE","0047-A","0047","REP","W","NL","M","Age 18 - 25",15,19,4
"58792","BURKE","0047-B","0047","REP","W","NL","M","Age 18 - 25",12,18,6
"58793","BURKE","0048","0048","REP","W","NL","M","Age 18 - 25",16,29,13
"58797","BURKE","0051","0051","REP","W","NL","M","Age 18 - 25",26,46,20
"58798","BURKE","0052","0052","REP","W","NL","M","Age 18 - 25",13,22,9
"58799","BURKE","0053","0053","REP","W","NL","M","Age 18 - 25",19,29,10
"58803","BURKE","0062","0062","REP","W","NL","M","Age 18 - 25",4,10,6
"58804","BURKE","0064","0064","REP","W","NL","M","Age 18 - 25",9,16,7
"58805","BURKE","0065","0065","REP","W","NL","M","Age 18 - 25",10,20,10
"58806","BURKE","0066","0066","REP","W","NL","M","Age 18 - 25",17,31,14
